# Program: /home/jrand/bin/chanconfig.pl  Version $Id: chanconfig.pl 1983 2017-02-02 00:38:58Z pacharya $
# Generated by jrand@trinitite.gps.caltech.edu at 2018/07/26 10:43:07
# DB: archdbw  connect: huber/archdbw  user: browser
# progname: EEW_CIT
# Epoch time: 2018/07/26 10:43:07
# distinct: 
# override: 0
# clipcheck: 1
# dupcheck: 1
# gaincheck: 1
# zcheck: 1
# showsensortype: 1
# showgroundmotionclip: 1
# showazdip: 1

#columns: network station location channel latitude longitude elevation samplerate gain units groundmotionclip azimuth dip sensortype
AZ   BZN -- HHE 33.4915 -116.6670  1301.0   100.00  6.299190e+06      counts/(cm/sec)       1.331692  90.0   0.0 UNKNOWN
AZ   BZN -- HHN 33.4915 -116.6670  1301.0   100.00  6.299190e+06      counts/(cm/sec)       1.331692   0.0   0.0 UNKNOWN
AZ   BZN -- HHZ 33.4915 -116.6670  1301.0   100.00  6.299190e+06      counts/(cm/sec)       1.331692   0.0 -90.0 UNKNOWN
AZ   BZN -- HNE 33.4915 -116.6670  1301.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224  90.0   0.0 UNKNOWN
AZ   BZN -- HNN 33.4915 -116.6670  1301.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224   0.0   0.0 UNKNOWN
AZ   BZN -- HNZ 33.4915 -116.6670  1301.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224   0.0 -90.0 UNKNOWN
AZ   CPE -- HHE 32.8889 -117.1051   150.0   100.00  6.292800e+06      counts/(cm/sec)       1.333050  90.0   0.0 UNKNOWN
AZ   CPE -- HHN 32.8889 -117.1051   150.0   100.00  6.292800e+06      counts/(cm/sec)       1.333050   0.0   0.0 UNKNOWN
AZ   CPE -- HHZ 32.8889 -117.1051   150.0   100.00  6.292800e+06      counts/(cm/sec)       1.333050   0.0 -90.0 UNKNOWN
AZ   CPE -- HNE 32.8889 -117.1051   150.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224  90.0   0.0 UNKNOWN
AZ   CPE -- HNN 32.8889 -117.1051   150.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224   0.0   0.0 UNKNOWN
AZ   CPE -- HNZ 32.8889 -117.1051   150.0   100.00  4.278940e+03     counts/(cm/sec2)    1960.440224   0.0 -90.0 UNKNOWN
